display_name,status,gsis_id,position,team_abbr
'Omar Ellison,RET,00-0004866,WR,LAC
A'Shawn Robinson,ACT,00-0032889,DT,CAR
A.J. Arcuri,DEV,00-0037845,T,LA
A.J. Barner,ACT,00-0039793,TE,SEA
A.J. Bouye,RES,00-0030228,CB,CAR
A.J. Brown,ACT,00-0035676,WR,PHI
A.J. Cann,ACT,00-0032255,G,HOU
A.J. Cole,ACT,00-0035190,P,LV
A.J. Cruz,RET,00-0032270,WR,MIA
A.J. Dalton,RET,00-0031108,T,DET
A.J. Davis,RET,00-0029167,DB,NO
A.J. Davis,RET,00-0025492,CB,HOU
A.J. Derby,CUT,00-0031609,TE,NO
A.J. Dillon,RES,00-0036265,RB,GB
A.J. Edds,RET,00-0027719,LB,JAX
A.J. Epenesa,ACT,00-0036192,DE,BUF
A.J. Feeley,RET,00-0020305,QB,LA
A.J. Finley,ACT,00-0038866,FS,LAC
A.J. Francis,CUT,00-0029972,DT,NYG
A.J. Green,U01,00-0027942,WR,ARI
A.J. Green,CUT,00-0036114,CB,MIN
A.J. Greene,RET,00-0029337,T,CHI
A.J. Harris,RET,00-0024509,RB,SEA
A.J. Hawk,RET,00-0024220,LB,ATL
A.J. Hawkins,RET,00-0030156,OL,KC
A.J. Hendy,CUT,00-0032620,SAF,HOU
A.J. Howard,DEV,00-0034476,DB,DET
A.J. Jefferson,CUT,00-0033981,DT,ATL
A.J. Jefferson,RET,00-0027350,CB,SEA
A.J. Jenkins,RET,00-0029654,WR,DAL
A.J. Johnson,RET,00-0008417,DB,LAC
A.J. Jones,RET,00-0028225,LB,DEN
A.J. Klein,DEV,00-0030463,OLB,BUF
A.J. Lindeman,RET,00-0030537,T,CHI
A.J. Love,RET,00-0029624,WR,MIN
A.J. Moore,CUT,00-0034594,FS,TEN
A.J. Nicholson,RET,00-0024371,LB,CIN
A.J. Ofodile,RET,00-0012317,TE,BAL
A.J. Ouellette,CUT,00-0035583,RB,CLE
A.J. Parker,ACT,00-0036752,CB,CAR
A.J. Pataiali'i,RET,00-0030701,DT,NE
A.J. Richardson,CUT,00-0035491,WR,ARI
A.J. Rose,CUT,00-0036819,RB,LA
A.J. Schable,RET,00-0023950,DE,SEA
A.J. Simmons,RET,00-0028806,TE,ATL
A.J. Stamps,,00-0032992,,
A.J. Tarpley,ACT,00-0031642,MLB,BUF
A.J. Terrell,ACT,00-0036285,CB,ATL
A.J. Thomas,DEV,00-0037222,FS,NE
A.J. Trapasso,RET,00-0026550,P,TEN
A.J. Woods,CUT,00-0039685,DB,WAS
A.Q. Shipley,UFA,00-0026950,C,TB
A.T. Hall,CUT,00-0035517,T,TEN
A.T. Perry,ACT,00-0038612,WR,NO
AJ McCarron,ACT,00-0031288,QB,CIN
Aarion Penton,CUT,00-0033492,CB,LA
Aaron Adams,RET,00-0029831,OT,HOU
Aaron Adeoye,CUT,00-0035136,OLB,GB
Aaron Bailey,RET,00-0000582,WR,IND
Aaron Banks,ACT,00-0036551,G,SF
Aaron Beasley,RET,00-0000939,CB,ATL
Aaron Beasley,CUT,00-0039954,LB,CAR
Aaron Berry,RET,00-0027338,DB,CLE
Aaron Brewer,ACT,00-0036171,G,MIA
Aaron Brewer,ACT,00-0028946,LS,ARI
Aaron Brooks,RET,00-0001823,QB,OAK
Aaron Brown,RET,00-0029611,LB,LA
Aaron Brown,RET,00-0027129,RB,CIN
Aaron Brown,RET,00-0024629,WR,NO
Aaron Burbridge,ACT,00-0032441,WR,DEN
Aaron Casey,CUT,00-0039628,LB,CIN
Aaron Colvin,DEV,00-0031259,CB,WAS
Aaron Corp,RET,00-0028893,QB,MIA
Aaron Cox,RET,00-0003570,WR,IND
Aaron Craver,RET,00-0003610,FB,NO
Aaron Crawford,DEV,00-0036191,DT,LAC
Aaron Curry,RET,00-0026981,LB,NYG
Aaron Davis,CUT,00-0034498,DB,TB
Aaron Dobson,CUT,00-0030540,WR,ARI
Aaron Donald,RET,00-0031388,DT,LA
Aaron Donkor,DEV,00-0037019,OLB,SEA
Aaron Dykes,CUT,00-0039191,RB,MIN
Aaron Elling,RET,00-0021080,K,OAK
Aaron Epps,RET,00-0032948,OT,ARI
Aaron Evans,CUT,00-0034459,T,PHI
Aaron Fields,RET,00-0019425,DE,DAL
Aaron Francisco,RET,00-0023213,DB,TEN
Aaron Fuller,CUT,00-0035987,WR,SEA
Aaron Gibson,RET,00-0005927,T,BUF
Aaron Glenn,RET,00-0006034,DB,NO
Aaron Graham,RET,00-0006197,C,TEN
Aaron Green,DEV,00-0032672,RB,BUF
Aaron Grymes,CUT,00-0032332,DB,PHI
Aaron Halterman,RET,00-0023051,TE,MIA
Aaron Hansford,CUT,00-0037568,LB,DAL
Aaron Hayden,RET,00-0007141,RB,PHI
Aaron Henry,RET,00-0029122,SAF,OAK
Aaron Hernandez,RET,00-0027713,TE,NE
Aaron Hester,RET,00-0029804,DB,KC
Aaron Hill,RET,00-0030979,LB,LA
Aaron Hosack,RET,00-0022637,WR,NO
Aaron Jones,RET,00-0008676,DE,MIA
Aaron Jones,ACT,00-0033293,RB,MIN
Aaron Kampman,RET,00-0021269,DE,JAX
Aaron Kelly,RET,00-0026504,WR,ATL
Aaron Koch,RET,00-0019316,G,JAX
Aaron Lacombe,CUT,00-0034853,WR,LA
Aaron Laing,RET,00-0009558,TE,LA
Aaron Lavarias,RET,00-0028246,DE,NE
Aaron Lynch,UFA,00-0030993,OLB,JAX
Aaron Maddox,CUT,00-0038436,FS,IND
Aaron Maybin,RET,00-0026987,LB,CIN
Aaron Mellette,RET,00-0029896,WR,BAL
Aaron Merz,RET,00-0024462,G,BUF
Aaron Monteiro,CUT,00-0035344,T,WAS
Aaron Moorehead,RET,00-0021780,WR,IND
Aaron Morgan,RET,00-0027511,LB,IND
Aaron Murray,RET,00-0031287,QB,PHI
Aaron Neary,TRD,00-0032459,C,SF
Aaron Nichols,RET,00-0028735,WR,ARI
Aaron Parker,CUT,00-0036034,WR,KC
Aaron Patrick,CUT,00-0036465,OLB,DEN
Aaron Peck,CUT,00-0033360,TE,GB
Aaron Pettrey,RET,00-0027405,P,CIN
Aaron Pierce,RET,00-0012971,TE,BAL
Aaron Ripkowski,CUT,00-0031612,FB,GB
Aaron Robinson,CUT,00-0036899,CB,NYG
Aaron Rodgers,ACT,00-0023459,QB,NYJ
Aaron Ross,RET,00-0025407,DB,CLE
Aaron Rouse,RET,00-0025476,DB,ARI
Aaron Schobel,RET,00-0020469,DE,BUF
Aaron Shampklin,CUT,00-0037609,RB,PIT
Aaron Shea,RET,00-0019564,TE,LAC
Aaron Smith,RET,00-0015080,DE,PIT
Aaron Stecker,RET,00-0015601,RB,ATL
Aaron Stinnie,ACT,00-0034668,G,NYG
Aaron Taylor,CUT,00-0033510,DB,GB
Aaron Taylor,RET,00-0016077,G,LAC
Aaron Taylor,RET,00-0016078,G,CHI
Aaron Tevis,RET,00-0029173,LB,NO
Aaron Tipoti,RET,00-0030042,DT,BUF
Aaron Walker,RET,00-0022060,TE,CLE
Aaron Wallace,CUT,00-0032799,OLB,DEN
Aaron Wallace,RET,00-0017076,LB,OAK
Aaron Weaver,RET,00-0029582,WR,KC
Aaron Williams,UFA,00-0027972,SS,BUF
Aashari Crosswell,DEV,00-0036794,DB,SEA
Abasi Salimu,RET,00-0030983,T,CLE
Abdul Beecham,CUT,00-0035690,G,LA
Abdul Hodge,RET,00-0024282,LB,CAR
Abdul Kanneh,RET,00-0030360,DB,CLE
Abdul-Karim al-Jabbar,RET,00-0000003,RB,IND
Abdullah Anderson,DEV,00-0034587,DT,TEN
Abner Logan,CUT,00-0033835,LB,BUF
Abou Toure,RET,00-0031965,RB,IND
Abraham Beauplan,CUT,00-0038800,ILB,DET
Abraham Lucas,RES,00-0037812,T,SEA
Abraham Wallace,CUT,00-0035561,DB,BUF
Abraham Wright,RET,00-0025625,LB,MIA
Abram Elam,RET,00-0023405,FS,KC
Abram Smith,CUT,00-0037546,RB,MIN
Abry Jones,RET,00-0029946,DT,TEN
Abu Daramy-Swaray,CUT,00-0037502,DB,CIN
Abu Wilson,RET,00-0017996,RB,IND
Aca'Cedric Ware,CUT,00-0035716,RB,TB
Ace Sanders,RET,00-0030550,WR,JAX
Adairius Barnes,DEV,00-0032552,CB,DET
Adalius Thomas,RET,00-0019593,OLB,NE
Adam Anderson,RET,00-0023032,P,ATL
Adam Archuleta,RET,00-0020521,DB,OAK
Adam Bergen,RET,00-0023217,TE,BAL
Adam Bice,RET,00-0030397,C,ARI
Adam Bighill,DEV,00-0033185,LB,NO
Adam Bisnowaty,CUT,00-0033965,OT,DEN
Adam Butler,ACT,00-0033381,DT,LV
Adam Carriker,RET,00-0025400,DE,WAS
Adam Choice,RES,00-0035086,RB,SEA
Adam Coon,DEV,00-0036923,G,TEN
Adam Davis,RET,00-0019205,G,NE
Adam DiMichele,RET,00-0026895,QB,PHI
Adam Froman,RET,00-0028310,QB,ATL
Adam Fuehne,RET,00-0032557,TE,DET
Adam Gettis,CUT,00-0029139,OG,ATL
Adam Goldberg,RET,00-0021637,T,LA
Adam Gotsis,CUT,00-0033064,DE,JAX
Adam Grant,RET,00-0028222,T,BUF
Adam Gress,RET,00-0031454,T,NYG
Adam Haayer,RET,00-0020378,T,LA
Adam Hayward,,00-0025569,,
Adam Hernandez,RET,00-0007318,G,CHI
Adam Herzing,RET,00-0020760,WR,PIT
Adam Hoppel,RET,00-0026737,DT,CLE
Adam Humphries,CUT,00-0032009,WR,HOU
Adam Jennings,RET,00-0024398,WR,DET
Adam Johnson,RET,00-0022368,LS,KC
Adam Jones,CUT,00-0023441,CB,DEN
Adam Kieft,RET,00-0023586,T,CIN
Adam Koets,RET,00-0025576,OT,NYG
Adam Kraus,RET,00-0026405,G,BAL
Adam Lingner,RET,00-0009956,C,BUF
Adam Meadows,RET,00-0011075,T,DEN
Adam Mims,RET,00-0028213,WR,PIT
Adam Nissley,RET,00-0028856,TE,ATL
Adam O'Connor,RET,00-0023864,G,MIN
Adam Pankey,CUT,00-0033359,G,DAL
Adam Plant,CUT,00-0038919,DE,LV
Adam Podlesh,RET,00-0025488,P,PIT
Adam Prentice,ACT,00-0036727,FB,NO
Adam Redmond,DEV,00-0032354,C,BAL
Adam Replogle,RET,00-0029781,G,ATL
Adam Reth,CUT,00-0034865,DT,TB
Adam Schiltz,RET,00-0030510,TE,KC
Adam Schreiber,RET,00-0014486,G,ATL
Adam Seward,RET,00-0023582,LB,JAX
Adam Shaheen,U01,00-0033896,TE,MIA
Adam Shuler,CUT,00-0035922,DE,SF
Adam Smith,RET,00-0029906,G,TB
Adam Snyder,RET,00-0023529,G,NYG
Adam Speer,RET,00-0027161,G,ATL
Adam Stenavich,RET,00-0023865,T,HOU
Adam Tate,RET,00-0020615,RB,GB
Adam Terry,RET,00-0023499,T,TEN
Adam Thielen,ACT,00-0030035,WR,CAR
Adam Timmerman,RET,00-0016485,G,LA
Adam Trautman,ACT,00-0036422,TE,DEN
Adam Treu,RET,00-0016610,C,OAK
Adam Vinatieri,UFA,00-0016919,K,IND
Adam Walker,RET,00-0017008,RB,PHI
Adam Weber,RET,00-0028230,QB,TB
Adam Wright,RET,00-0020142,RB,NYG
Adam Yates,RET,00-0030581,K,JAX
Adam Young,RET,00-0018953,TE,LAC
Adam Zaruba,CUT,00-0034000,TE,PHI
Adarius Pickett,ACT,00-0035060,DB,NE
Adarius Taylor,UFA,00-0031120,MLB,CAR
Addison Lawrence,RET,00-0029387,T,BAL
Ade Aruna,INA,00-0034166,DE,OAK
Ade Jimoh,RET,00-0021583,DB,NE
Adedayo Odeleye,DEV,00-0038144,DE,BAL
Adell Duckett,RET,00-0023081,DE,LAC
Aden Durde,RET,00-0023717,LB,KC
Aderious Simmons,RET,00-0029172,T,NO
Adetokunbo Ogundeji,DEV,00-0036949,OLB,PIT
Adetomiwa Adebawore,ACT,00-0039031,DT,IND
Adewale Ogunleye,RET,00-0019246,DE,HOU
Adewale Ojomo,RET,00-0029366,DE,DAL
Adi Kunalic,RET,00-0028743,K,CAR
Adimchinobe Echemandu,RET,00-0022883,RB,OAK
Adisa Isaac,ACT,00-0039791,LB,BAL
Adolphus Washington,CUT,00-0033037,DT,MIA
Adonai Mitchell,ACT,00-0039890,WR,IND
Adonis Alexander,CUT,00-0034840,CB,NO
Adonis Jennings,CUT,00-0034859,WR,GB
Adonis Thomas,RET,00-0029482,RB,CLE
Adoree' Jackson,ACT,00-0033878,CB,NYG
Adrian Amos,CUT,00-0031584,FS,JAX
Adrian Arrington,RET,00-0026377,WR,NO
Adrian Awasom,RET,00-0023005,DE,MIN
Adrian Battles,RET,00-0027545,G,GB
Adrian Bellard,CUT,00-0032961,OT,CHI
Adrian Cannon,RET,00-0028579,WR,LAC
Adrian Clayborn,UFA,00-0027958,DE,CLE
Adrian Colbert,CUT,00-0033302,FS,CHI
Adrian Cooper,RET,00-0003440,TE,SF
Adrian Dingle,RET,00-0004320,DE,LAC
Adrian Ealy,CUT,00-0036580,T,PIT
Adrian Frye,CUT,00-0038964,CB,NO
Adrian Grady,RET,00-0026670,DT,NE
Adrian Hamilton,RET,00-0029007,LB,LAC
Adrian Hardy,RET,00-0006832,CB,CIN
Adrian Hubbard,RET,00-0030754,OLB,GB
Adrian Jones,RET,00-0022813,T,PIT
Adrian Jones,RET,00-0008677,CB,CIN
Adrian Killins,RES,00-0036000,RB,DEN
Adrian Klemm,RET,00-0019584,G,GB
Adrian Madise,RET,00-0021921,WR,TB
Adrian Magee,ACT,00-0035861,OG,NO
Adrian Martinez,RET,00-0027487,C,MIN
Adrian Martinez,DEV,00-0038658,QB,NYJ
Adrian Mayes,RET,00-0022386,DB,ARI
Adrian McDonald,CUT,00-0032907,DB,BUF
Adrian McPherson,RET,00-0023585,QB,NO
Adrian Moten,RET,00-0028653,LB,DET
Adrian Murrell,RET,00-0011869,RB,DAL
Adrian Peterson,TRC,00-0025394,RB,SEA
Adrian Peterson,RET,00-0021306,RB,SEA
Adrian Phillips,ACT,00-0031404,FS,NE
Adrian Robinson,RET,00-0028978,DE,TB
Adrian Ross,RET,00-0014051,OLB,CIN
Adrian Tracy,RET,00-0027782,LB,ARI
Adrian White,RET,00-0017506,SS,NE
Adrian Wilson,RET,00-0020505,DB,CHI
Adrien Clarke,RET,00-0022709,G,BAL
Adrien Cole,RET,00-0029334,LB,CHI
Adrien Robinson,RET,00-0029281,TE,NYG
Aeneas Williams,RET,00-0017710,FS,LA
Afolabi Laguda,CUT,00-0034734,DB,LA
Ahkello Witherspoon,ACT,00-0033783,CB,LA
Ahmaad Galloway,RET,00-0022113,RB,DEN
Ahmad Black,RET,00-0028089,FS,TB
Ahmad Bradshaw,RES,00-0025637,RB,IND
Ahmad Brooks,UFA,00-0024495,OLB,GB
Ahmad Brooks,RET,00-0021027,DB,BUF
Ahmad Carroll,RET,00-0022913,DB,NYJ
Ahmad Dixon,RET,00-0031096,DB,MIN
Ahmad Gardner,ACT,00-0037190,CB,NYJ
Ahmad Gooden,CUT,00-0034933,OLB,BUF
Ahmad Merritt,RET,00-0019510,WR,ARI
Ahmad Thomas,ACT,00-0033447,ILB,ATL
Ahmad Treaudo,RET,00-0023043,DB,MIN
Ahmad Wagner,CUT,00-0036211,WR,CHI
Ahman Green,RET,00-0006305,RB,GB
Ahmard Hall,RET,00-0024489,FB,TEN
Ahmarean Brown,CUT,00-0039511,WR,CLE
Ahmed Plummer,RET,00-0019603,CB,SF
Ahtyba Rubin,UFA,00-0026330,DT,OAK
Aidan Hutchinson,ACT,00-0037236,DE,DET
Aidan O'Connell,ACT,00-0038579,QB,LV
Aidan Robbins,CUT,00-0039516,RB,CLE
Ainias Smith,RES,00-0039747,WR,PHI
Ainsley Battles,RET,00-0019129,DB,PIT
Airese Currie,RET,00-0023574,WR,CHI
Airius Moore,CUT,00-0034711,LB,ARI
Ajene Harris,CUT,00-0035734,DB,PHI
Akayleb Evans,ACT,00-0038101,CB,MIN
Akbar Gbaja-Biamila,RET,00-0021574,DE,MIA
Akeem Auguste,RET,00-0030359,DB,SEA
Akeem Ayers,UFA,00-0027977,OLB,NYG
Akeem Davis,RET,00-0030644,DB,JAX
Akeem Davis-Gaither,ACT,00-0036298,OLB,CIN
Akeem Dent,CUT,00-0028029,LB,JAX
Akeem Dent,CUT,00-0039658,DB,LAC
Akeem Hunt,CUT,00-0031743,RB,TEN
Akeem Jordan,RET,00-0025719,ILB,WAS
Akeem Judd,CUT,00-0033800,RB,GB
Akeem King,DEV,00-0031630,CB,MIA
Akeem Spence,DEV,00-0030402,DT,SF
Aki Jones,RET,00-0023270,DE,WAS
Akial Byers,CUT,00-0037118,DT,GB
Akiem Hicks,U01,00-0029657,DT,TB
Akil Blount,RET,00-0032623,LB,MIA
Akili Smith,RET,00-0015082,QB,CIN
Akin Ayodele,RET,00-0021214,ILB,BUF
Akrum Wadley,CUT,00-0034670,RB,TEN
Akwasi Owusu-Ansah,RET,00-0027726,DB,DET
Al Afalava,RET,00-0026936,SS,TEN
Al Blades,RET,00-0019785,DB,SF
Al Blades,CUT,00-0039276,DB,NYJ
Al Bond,RET,00-0031654,OG,WAS
Al Chamblee,RET,00-0002867,LB,TB
Al Del Greco,RET,00-0004147,K,TEN
Al Edwards,RET,00-0004743,WR,BUF
Al Harris,RET,00-0006915,CB,LA
Al Jackson,RET,00-0019396,G,GB
Al Jackson,RET,00-0008085,CB,JAX
Al Johnson,RET,00-0022079,C,MIA
Al Lapuaho,RET,00-0029861,DT,PIT
Al Louis-Jean,RET,00-0031352,DB,MIA
Al Lucas,RET,00-0019136,NT,CAR
Al Netter,RET,00-0028904,G,SF
Al Noga,RET,00-0012146,DT,IND
Al Smith,RET,00-0015083,LB,TEN
Al Toon,RET,00-0016552,WR,NYJ
Al Wallace,RET,00-0017077,DE,BUF
Al Wilson,RET,00-0017998,MLB,DEN
Al Woods,ACT,00-0027723,NT,NYJ
Al-Hajj Shabazz,CUT,00-0031521,DB,BAL
Al-Quadin Muhammad,CUT,00-0033964,DE,DAL
Al-Rasheed Benton,CUT,00-0034635,LB,DET
Alai Kalaniuvalu,RET,00-0008996,G,WAS
Alain Kashama,RET,00-0022504,DE,SEA
Alama Uluave,CUT,00-0038699,C,MIA
Alameda Ta'amu,RET,00-0029138,DT,BUF
Alan Ali,CUT,00-0038798,C,MIN
Alan Ball,RET,00-0025624,DB,ARI
Alan Baxter,RET,00-0029912,LB,IND
Alan Bonner,RET,00-0030105,WR,HOU
Alan Branch,UFA,00-0025420,DT,NE
Alan Campos,RET,00-0002596,LB,DAL
Alan Cross,UFA,00-0032745,TE,TB
Alan Faneca,RET,00-0005058,G,ARI
Alan Grant,RET,00-0006230,DB,WAS
Alan Haller,RET,00-0006689,CB,CAR
Alan Harper,RET,00-0021240,DT,NYJ
Alan Kline,RET,00-0009328,T,NO
Alan Knott,CUT,00-0034075,C,SF
Alan Pelc,RET,00-0028768,G,OAK
Alan Reuber,RET,00-0022583,T,SF
Alan Ricard,RET,00-0018588,RB,DET
Alan Veingrad,RET,00-0016868,T,DAL
Alan Zemaitis,RET,00-0024337,CB,TB
Alani Fua,CUT,00-0031702,LB,ARI
Alani Pututau,CUT,00-0036836,DE,ATL
Alaric Jackson,RES,00-0036603,T,LA
Albert Bentley,RET,00-0001135,RB,PIT
Albert Bimper,RET,00-0023924,C,IND
Albert Connell,RET,00-0003378,WR,NO
Albert Fontenot,RET,00-0005395,DE,LAC
Albert Havili,CUT,00-0034547,DE,BUF
Albert Haynesworth,RET,00-0021149,DT,TB
Albert Horsey,RET,00-0020176,WR,BAL
Albert Huggins,CUT,00-0035455,DT,DAL
Albert Johnson,RET,00-0019745,WR,NYJ
Albert Lewis,RET,00-0009836,FS,OAK
Albert McClellan,UFA,00-0027560,OLB,NYJ
Albert Okwuegbunam,RES,00-0036423,TE,PHI
Albert Reese,RET,00-0013530,DT,SF
Albert Toeaina,RET,00-0023866,T,OAK
Albert Traylor,RET,00-0020169,G,NO
Albert Wilson,CUT,00-0030669,WR,LV
Albert Young,RET,00-0025955,RB,PIT
Alberto White,RET,00-0017507,DE,LA
Alcides Catanho,RET,00-0002816,LB,WAS
Alden Darby,RET,00-0030916,DB,IND
Aldon Smith,CUT,00-0027945,DE,SEA
Aldrick Robinson,CUT,00-0028116,WR,CAR
Aldrick Rosas,CUT,00-0032870,K,DET
Alec Anderson,ACT,00-0037428,T,BUF
Alec Bloom,CUT,00-0034472,TE,ARI
Alec Holler,CUT,00-0039524,TE,DAL
Alec Ingold,ACT,00-0035125,FB,MIA
Alec James,DEV,00-0034477,DE,TB
Alec Lemon,RET,00-0030239,WR,BAL
Alec Lindstrom,CUT,00-0037572,C,LA
Alec Millen,RET,00-0011229,T,SF
Alec Mock,CUT,00-0039571,LB,DEN
Alec Ogletree,ACT,00-0030527,ILB,CHI
Alec Pierce,ACT,00-0037664,WR,IND
Alec Savoie,RET,00-0029784,T,ATL
Alejandro Villanueva,ACT,00-0030648,T,BAL
Alek Torgersen,DEV,00-0033238,QB,DET
Aleva Hifo,CUT,00-0035884,WR,ARI
Alex Akingbulu,CUT,00-0038073,T,WAS
Alex Albright,RET,00-0028614,OLB,DAL
Alex Anzalone,ACT,00-0033914,ILB,DET
Alex Armah,ACT,00-0033296,RB,WAS
Alex Austin,ACT,00-0038646,CB,NE
Alex Bachman,DEV,00-0035602,WR,LV
Alex Balducci,CUT,00-0032714,OG,NYJ
Alex Bannister,RET,00-0020361,WR,BAL
Alex Barnes,CUT,00-0035512,RB,TEN
Alex Barrett,DEV,00-0033746,DE,SF
Alex Barron,RET,00-0023454,T,OAK
Alex Bars,CUT,00-0035061,G,LV
Alex Bayer,RET,00-0030975,TE,LAC
Alex Bazzie,CUT,00-0033188,LB,ARI
Alex Bernstein,RET,00-0001173,DE,ATL
Alex Boone,DEV,00-0026762,G,SEA
Alex Boston,RET,00-0026433,DE,JAX
Alex Brink,RET,00-0026363,QB,HOU
Alex Brown,CUT,00-0035634,CB,DET
Alex Brown,RET,00-0021228,DE,CHI
Alex Bullard,RET,00-0030721,G,DET
Alex Buzbee,RET,00-0025741,DE,WAS
Alex Cappa,ACT,00-0034678,G,CIN
Alex Carrington,RET,00-0027677,DE,HOU
Alex Carter,ACT,00-0031563,CB,WAS
Alex Chisum,RET,00-0033166,WR,DET
Alex Collins,RES,00-0032426,RB,SEA
Alex Cook,CUT,00-0038475,SS,CAR
Alex Cooper,RET,00-0032541,OG,CIN
Alex Daniels,RET,00-0027409,DE,NO
Alex Debniak,RET,00-0030026,RB,SF
Alex Ellis,RES,00-0032864,TE,ARI
Alex Erickson,ACT,00-0032543,WR,LAC
Alex Field,RET,00-0026823,DE,CLE
Alex Forsyth,ACT,00-0038649,C,DEN
Alex Gillett,RET,00-0030454,WR,GB
Alex Gordon,RET,00-0006143,LB,CIN
Alex Gottlieb,RET,00-0029228,TE,ARI
Alex Gray,CUT,00-0033427,S,TB
Alex Gray,RES,00-0034010,TE,ATL
Alex Green,RET,00-0028034,RB,NYJ
Alex Gubner,CUT,00-0039909,DT,KC
Alex Guerrero,RET,00-0024118,DT,MIN
Alex Hale,DEV,00-0039945,K,GB
Alex Hall,RET,00-0026371,DE,CAR
Alex Haynes,RET,00-0023714,RB,DEN
Alex Henery,RET,00-0028058,K,DET
Alex Highsmith,ACT,00-0036333,OLB,PIT
Alex Hoffman,RET,00-0036484,G,NO
Alex Hoffman-Ellis,RET,00-0028879,LB,SF
Alex Holmes,RET,00-0023163,TE,LA
Alex Ibiloye,RET,00-0028671,DB,DAL
Alex Jenkins,CUT,00-0034009,DE,NYG
Alex Jensen,CUT,00-0038690,T,MIA
Alex Johnson,RET,00-0008422,WR,TEN
Alex Johnson,DEV,00-0039506,DB,NYG
Alex Joseph,RET,00-0027433,LB,SF
Alex Kessman,TRC,00-0036714,K,CAR
Alex Kozan,CUT,00-0033419,OG,LA
Alex Kupper,RET,00-0030238,G,BUF
Alex Leatherwood,DEV,00-0036892,T,LAC
Alex Lewis,RES,00-0032407,T,NYJ
Alex Lewis,RET,00-0022816,OLB,DET
Alex Light,CUT,00-0034186,T,DAL
Alex Lincoln,RET,00-0020539,LB,SF
Alex Linnenkohl,RET,00-0028348,C,CHI
Alex Mack,RET,00-0026997,C,SF
Alex Magee,RET,00-0027042,DE,TB
Alex Matheson,DEV,00-0038325,LS,LA
Alex McCalister,CUT,00-0032805,DE,WAS
Alex McGough,CUT,00-0034732,WR,GB
Alex Molden,RET,00-0011470,DB,DET
Alex Mollette,CUT,00-0037397,G,DET
Alex Morrow,RET,00-0026425,DE,NYG
Alex Officer,CUT,00-0034172,OG,KC
Alex Okafor,ACT,00-0030503,DE,KC
Alex Palczewski,ACT,00-0038796,T,DEN
Alex Parsons,RET,00-0027411,G,NO
Alex Pihlstrom,CUT,00-0038909,T,NO
Alex Quevedo,CUT,00-0038154,K,NO
Alex Redmond,DEV,00-0032549,G,NE
Alex Romero,RET,00-0026777,K,SF
Alex Scearce,CUT,00-0033638,LB,CHI
Alex Shor,RET,00-0023951,TE,ARI
Alex Silvestro,RET,00-0028250,DE,BAL
Alex Singleton,ACT,00-0031898,ILB,DEN
Alex Smith,ACT,00-0023506,TE,WAS
Alex Smith,ACT,00-0023436,QB,WAS
Alex Stepanovich,RET,00-0022788,C,PIT
Alex Sulfsted,RET,00-0020453,T,CIN
Alex Tanney,RES,00-0029623,QB,NYG
Alex Tchangam,CUT,00-0037027,DE,SEA
Alex Thompson,CUT,00-0034199,C,BAL
Alex Van Dyke,RET,00-0016821,WR,PHI
Alex Van Pelt,RET,00-0016838,QB,BUF
Alex Waits,RET,00-0016998,P,SEA
Alex Ward,ACT,00-0038360,LS,LA
Alex Watkins,RET,00-0028966,LB,TEN
Alex Wesley,CUT,00-0035018,WR,CHI
Alex Wright,ACT,00-0037251,DE,CLE
Alexander Hollins,CUT,00-0035104,WR,CLE
Alexander Johnson,DEV,00-0034887,ILB,MIA
Alexander Mattison,ACT,00-0034972,RB,LV
Alexander Myres,CUT,00-0035188,DB,IND
Alexander Robinson,RET,00-0028515,RB,MIN
Alexander Wright,RET,00-0018270,WR,LA
Alfonso Boone,RET,00-0019626,DE,LAC
Alfonso Marshall,RET,00-0022745,CB,CHI
Alfonso Smith,RET,00-0027346,RB,SF
Alfonzo Dennard,RET,00-0029596,CB,NE
Alfonzo Graham,ACT,00-0038957,RB,PIT
Alfred Anderson,RET,00-0000284,RB,MIN
Alfred Blue,CUT,00-0031075,RB,JAX
Alfred Fincher,RET,00-0023517,LB,WAS
Alfred Jackson,RET,00-0008087,CB,MIN
Alfred Malone,RET,00-0023047,DE,GB
Alfred McCullough,RET,00-0029557,G,PHI
Alfred Montez,RET,00-0011496,QB,OAK
Alfred Morris,CUT,00-0029141,RB,NYG
Alfred Oglesby,RET,00-0012324,DT,CIN
Alfred Pupunu,RET,00-0013298,TE,DET
Alfred Williams,RET,00-0017712,DE,DEN
Alfredo Gutierrez,DEV,00-0037018,T,SF
Alfredo Roberts,RET,00-0013809,TE,DAL
Alfy Hill,,00-0032306,,
Alge Crumpler,RET,00-0020285,TE,NE
Algernon Brown,CUT,00-0033736,FB,KC
Ali Fayad,CUT,00-0037135,DE,PHI
Ali Gaye,ACT,00-0038724,DE,TEN
Ali Highsmith,RET,00-0025932,ILB,ARI
Ali Marpet,ACT,00-0032243,G,TB
Alijah Holder,CUT,00-0034948,DB,DET
Alijah Vera-Tucker,ACT,00-0036979,G,NYJ
Alim McNeill,ACT,00-0036624,DT,DET
Alize Mack,RES,00-0035309,TE,TEN
Allan George,CUT,00-0037415,CB,CIN
Allen Aldridge,RET,00-0000129,OLB,DET
Allen Bailey,UFA,00-0028024,DE,ATL
Allen Barbre,UFA,00-0025506,G,DEN
